job_id,arrival_offset_seconds,job_type,required_cpu,required_memory,expected_duration_seconds,role,app_name
pred_001728,41472.0,interactive,64.0,320.0,621.95,cn,app_87
pred_001729,41496.0,interactive,64.0,320.0,632.6,cn,app_87
pred_001730,41520.0,interactive,64.0,320.0,636.57,cn,app_87
pred_001731,41544.0,interactive,64.0,320.0,628.94,cn,app_87
pred_001732,41568.0,interactive,64.0,320.0,641.27,cn,app_87
pred_001733,41592.0,interactive,64.0,320.0,628.75,cn,app_87
pred_001734,41616.0,interactive,64.0,320.0,645.45,cn,app_87
pred_001735,41640.0,interactive,64.0,320.0,636.57,cn,app_87
pred_001736,41664.0,interactive,64.0,320.0,631.08,cn,app_87
pred_001737,41688.0,interactive,64.0,320.0,641.27,cn,app_87
pred_001738,41712.0,interactive,64.0,320.0,628.75,cn,app_87
pred_001739,41736.0,interactive,64.0,320.0,645.45,cn,app_87
pred_001740,41760.0,interactive,64.0,320.0,636.57,cn,app_87
pred_001741,41784.0,interactive,64.0,320.0,631.08,cn,app_87
pred_001742,41808.0,interactive,64.0,320.0,644.84,cn,app_87
pred_001743,41832.0,interactive,64.0,320.0,632.25,cn,app_87
pred_001744,41856.0,interactive,64.0,320.0,649.05,cn,app_87
pred_001745,41880.0,interactive,64.0,320.0,648.5,cn,app_87
pred_001746,41904.0,interactive,64.0,320.0,642.91,cn,app_87
pred_001747,41928.0,interactive,64.0,320.0,650.8,cn,app_87
pred_001748,41952.0,interactive,64.0,320.0,638.09,cn,app_87
pred_001749,41976.0,interactive,64.0,320.0,655.04,cn,app_87
pred_001750,42000.0,interactive,64.0,320.0,646.31,cn,app_87
pred_001751,42024.0,interactive,64.0,320.0,640.74,cn,app_87
pred_001752,42048.0,interactive,64.0,320.0,632.47,cn,app_87
pred_001753,42072.0,interactive,64.0,320.0,620.12,cn,app_87
pred_001754,42096.0,interactive,64.0,320.0,636.59,cn,app_87
pred_001755,42120.0,interactive,64.0,320.0,622.22,cn,app_87
pred_001756,42144.0,interactive,64.0,320.0,614.76,cn,app_87
pred_001757,42168.0,interactive,64.0,320.0,626.82,cn,app_87
pred_001758,42192.0,interactive,64.0,320.0,612.49,cn,app_87
pred_001759,42216.0,interactive,64.0,320.0,628.76,cn,app_87
pred_001760,42240.0,interactive,64.0,320.0,620.11,cn,app_87
pred_001761,42264.0,interactive,64.0,320.0,614.76,cn,app_87
pred_001762,42288.0,interactive,64.0,320.0,626.82,cn,app_87
pred_001763,42312.0,interactive,64.0,320.0,604.57,cn,app_87
pred_001764,42336.0,interactive,64.0,320.0,620.63,cn,app_87
pred_001765,42360.0,interactive,64.0,320.0,612.09,cn,app_87
pred_001766,42384.0,interactive,64.0,320.0,606.82,cn,app_87
pred_001767,42408.0,interactive,64.0,320.0,619.08,cn,app_87
pred_001768,42432.0,interactive,64.0,320.0,606.99,cn,app_87
pred_001769,42456.0,interactive,64.0,320.0,623.11,cn,app_87
pred_001770,42480.0,interactive,64.0,320.0,618.24,cn,app_87
pred_001771,42504.0,interactive,64.0,320.0,612.92,cn,app_87
pred_001772,42528.0,interactive,64.0,320.0,622.81,cn,app_87
pred_001773,42552.0,interactive,64.0,320.0,610.65,cn,app_87
pred_001774,42576.0,interactive,64.0,320.0,626.87,cn,app_87
pred_001775,42600.0,interactive,64.0,320.0,618.24,cn,app_87
pred_001776,42624.0,interactive,64.0,320.0,612.92,cn,app_87
pred_001777,42648.0,interactive,64.0,320.0,622.81,cn,app_87
pred_001778,42672.0,interactive,64.0,320.0,610.65,cn,app_87
pred_001779,42696.0,interactive,64.0,320.0,626.87,cn,app_87
pred_001780,42720.0,interactive,64.0,320.0,625.9,cn,app_87
pred_001781,42744.0,interactive,64.0,320.0,620.5,cn,app_87
pred_001782,42768.0,interactive,64.0,320.0,630.52,cn,app_87
pred_001783,42792.0,interactive,64.0,320.0,627.0,cn,app_87
pred_001784,42816.0,interactive,64.0,320.0,643.65,cn,app_87
pred_001785,42840.0,interactive,64.0,320.0,635.87,cn,app_87
pred_001786,42864.0,interactive,64.0,320.0,628.25,cn,app_87
pred_001787,42888.0,interactive,64.0,320.0,640.57,cn,app_87
pred_001788,42912.0,interactive,64.0,320.0,628.06,cn,app_87
pred_001789,42936.0,interactive,64.0,320.0,644.75,cn,app_87
pred_001790,42960.0,interactive,64.0,320.0,635.87,cn,app_87
pred_001791,42984.0,interactive,64.0,320.0,620.11,cn,app_87
pred_001792,43008.0,interactive,64.0,320.0,630.12,cn,app_87
pred_001793,43032.0,interactive,64.0,320.0,617.82,cn,app_87
pred_001794,43056.0,interactive,64.0,320.0,639.38,cn,app_87
pred_001795,43080.0,interactive,64.0,320.0,621.43,cn,app_87
pred_001796,43104.0,interactive,64.0,320.0,613.98,cn,app_87
pred_001797,43128.0,interactive,64.0,320.0,626.02,cn,app_87
pred_001798,43152.0,interactive,64.0,320.0,611.72,cn,app_87
pred_001799,43176.0,interactive,64.0,320.0,635.22,cn,app_87
pred_001800,43200.0,interactive,64.0,320.0,619.32,cn,app_87
pred_001801,43224.0,interactive,64.0,320.0,613.98,cn,app_87
pred_001802,43248.0,interactive,64.0,320.0,626.02,cn,app_87
pred_001803,43272.0,interactive,64.0,320.0,611.72,cn,app_87
pred_001804,43296.0,interactive,64.0,320.0,635.22,cn,app_87
pred_001805,43320.0,interactive,64.0,320.0,619.01,cn,app_87
pred_001806,43344.0,interactive,64.0,320.0,613.68,cn,app_87
pred_001807,43368.0,interactive,64.0,320.0,634.71,cn,app_87
pred_001808,43392.0,interactive,64.0,320.0,620.21,cn,app_87
pred_001809,43416.0,interactive,64.0,320.0,636.68,cn,app_87
pred_001810,43440.0,interactive,64.0,320.0,630.06,cn,app_87
pred_001811,43464.0,interactive,64.0,320.0,622.51,cn,app_87
pred_001812,43488.0,interactive,64.0,320.0,634.71,cn,app_87
pred_001813,43512.0,interactive,64.0,320.0,622.32,cn,app_87
pred_001814,43536.0,interactive,64.0,320.0,632.98,cn,app_87
pred_001815,43560.0,interactive,64.0,320.0,630.06,cn,app_87
pred_001816,43584.0,interactive,64.0,320.0,622.51,cn,app_87
pred_001817,43608.0,interactive,64.0,320.0,644.48,cn,app_87
pred_001818,43632.0,interactive,64.0,320.0,631.9,cn,app_87
pred_001819,43656.0,interactive,64.0,320.0,637.42,cn,app_87
pred_001820,43680.0,interactive,64.0,320.0,634.48,cn,app_87
pred_001821,43704.0,interactive,64.0,320.0,629.01,cn,app_87
pred_001822,43728.0,interactive,64.0,320.0,623.41,cn,app_87
pred_001823,43752.0,interactive,64.0,320.0,611.23,cn,app_87
pred_001824,43776.0,interactive,64.0,320.0,623.82,cn,app_87
pred_001825,43800.0,interactive,64.0,320.0,616.73,cn,app_87
pred_001826,43824.0,interactive,64.0,320.0,611.42,cn,app_87
pred_001827,43848.0,interactive,64.0,320.0,622.26,cn,app_87
pred_001828,43872.0,interactive,64.0,320.0,610.11,cn,app_87
pred_001829,43896.0,interactive,64.0,320.0,622.67,cn,app_87
pred_001830,43920.0,interactive,64.0,320.0,617.7,cn,app_87
pred_001831,43944.0,interactive,64.0,320.0,612.37,cn,app_87
pred_001832,43968.0,interactive,64.0,320.0,622.26,cn,app_87
pred_001833,43992.0,interactive,64.0,320.0,610.11,cn,app_87
pred_001834,44016.0,interactive,64.0,320.0,622.67,cn,app_87
pred_001835,44040.0,interactive,64.0,320.0,621.8,cn,app_87
pred_001836,44064.0,interactive,64.0,320.0,616.44,cn,app_87
pred_001837,44088.0,interactive,64.0,320.0,626.39,cn,app_87
pred_001838,44112.0,interactive,64.0,320.0,614.16,cn,app_87
pred_001839,44136.0,interactive,64.0,320.0,626.81,cn,app_87
pred_001840,44160.0,interactive,64.0,320.0,621.8,cn,app_87
pred_001841,44184.0,interactive,64.0,320.0,616.44,cn,app_87
pred_001842,44208.0,interactive,64.0,320.0,626.39,cn,app_87
pred_001843,44232.0,interactive,64.0,320.0,614.16,cn,app_87
pred_001844,44256.0,interactive,64.0,320.0,626.81,cn,app_87
pred_001845,44280.0,interactive,64.0,320.0,621.8,cn,app_87
pred_001846,44304.0,interactive,64.0,320.0,616.44,cn,app_87
pred_001847,44328.0,interactive,64.0,320.0,626.39,cn,app_87
pred_001848,44352.0,interactive,64.0,320.0,614.16,cn,app_87
pred_001849,44376.0,interactive,64.0,320.0,626.81,cn,app_87
pred_001850,44400.0,interactive,64.0,320.0,621.8,cn,app_87
pred_001851,44424.0,interactive,64.0,320.0,616.44,cn,app_87
pred_001852,44448.0,interactive,64.0,320.0,626.39,cn,app_87
pred_001853,44472.0,interactive,64.0,320.0,614.16,cn,app_87
pred_001854,44496.0,interactive,64.0,320.0,626.81,cn,app_87
pred_001855,44520.0,interactive,64.0,320.0,651.45,cn,app_87
pred_001856,44544.0,interactive,64.0,320.0,645.83,cn,app_87
pred_001857,44568.0,interactive,64.0,320.0,580.95,cn,app_77
pred_001858,44592.0,interactive,64.0,320.0,589.55,cn,app_77
pred_001859,44616.0,interactive,64.0,320.0,545.48,cn,app_77
pred_001860,44640.0,interactive,64.0,320.0,540.96,cn,app_77
pred_001861,44664.0,interactive,64.0,320.0,539.84,cn,app_77
pred_001862,44688.0,interactive,64.0,320.0,542.35,cn,app_77
pred_001863,44712.0,interactive,64.0,320.0,536.75,cn,app_77
pred_001864,44736.0,interactive,64.0,320.0,545.74,cn,app_77
pred_001865,44760.0,interactive,64.0,320.0,538.37,cn,app_77
pred_001866,44784.0,interactive,64.0,320.0,535.43,cn,app_77
pred_001867,44808.0,interactive,64.0,320.0,544.17,cn,app_77
pred_001868,44832.0,interactive,64.0,320.0,538.55,cn,app_77
pred_001869,44856.0,interactive,64.0,320.0,532.34,cn,app_77
pred_001870,44880.0,interactive,64.0,320.0,525.15,cn,app_77
pred_001871,44904.0,interactive,64.0,320.0,522.28,cn,app_77
pred_001872,44928.0,interactive,64.0,320.0,529.03,cn,app_77
pred_001873,44952.0,interactive,64.0,320.0,523.56,cn,app_77
pred_001874,44976.0,interactive,64.0,320.0,532.34,cn,app_77
pred_001875,45000.0,interactive,64.0,320.0,525.15,cn,app_77
pred_001876,45024.0,interactive,64.0,320.0,522.28,cn,app_77
pred_001877,45048.0,interactive,64.0,320.0,537.93,cn,app_77
pred_001878,45072.0,interactive,64.0,320.0,532.38,cn,app_77
pred_001879,45096.0,interactive,64.0,320.0,541.3,cn,app_77
pred_001880,45120.0,interactive,64.0,320.0,518.79,cn,app_77
pred_001881,45144.0,interactive,64.0,320.0,515.96,cn,app_77
pred_001882,45168.0,interactive,64.0,320.0,522.63,cn,app_77
pred_001883,45192.0,interactive,64.0,320.0,517.23,cn,app_77
pred_001884,45216.0,interactive,64.0,320.0,535.09,cn,app_77
pred_001885,45240.0,interactive,64.0,320.0,518.79,cn,app_77
pred_001886,45264.0,interactive,64.0,320.0,515.96,cn,app_77
pred_001887,45288.0,interactive,64.0,320.0,522.63,cn,app_77
pred_001888,45312.0,interactive,64.0,320.0,517.23,cn,app_77
pred_001889,45336.0,interactive,64.0,320.0,535.09,cn,app_77
pred_001890,45360.0,interactive,64.0,320.0,533.64,cn,app_77
pred_001891,45384.0,interactive,64.0,320.0,530.73,cn,app_77
pred_001892,45408.0,interactive,64.0,320.0,543.84,cn,app_77
pred_001893,45432.0,interactive,64.0,320.0,538.22,cn,app_77
pred_001894,45456.0,interactive,64.0,320.0,556.81,cn,app_77
pred_001895,45480.0,interactive,64.0,320.0,539.85,cn,app_77
pred_001896,45504.0,interactive,64.0,320.0,536.9,cn,app_77
pred_001897,45528.0,interactive,64.0,320.0,541.77,cn,app_77
pred_001898,45552.0,interactive,64.0,320.0,536.17,cn,app_77
pred_001899,45576.0,interactive,64.0,320.0,554.69,cn,app_77
pred_001900,45600.0,interactive,64.0,320.0,547.45,cn,app_77
pred_001901,45624.0,interactive,64.0,320.0,544.46,cn,app_77
pred_001902,45648.0,interactive,64.0,320.0,535.72,cn,app_77
pred_001903,45672.0,interactive,64.0,320.0,530.19,cn,app_77
pred_001904,45696.0,interactive,64.0,320.0,541.83,cn,app_77
pred_001905,45720.0,interactive,64.0,320.0,520.62,cn,app_77
pred_001906,45744.0,interactive,64.0,320.0,517.78,cn,app_77
pred_001907,45768.0,interactive,64.0,320.0,531.05,cn,app_77
pred_001908,45792.0,interactive,64.0,320.0,525.56,cn,app_77
pred_001909,45816.0,interactive,64.0,320.0,543.72,cn,app_77
pred_001910,45840.0,interactive,64.0,320.0,527.15,cn,app_77
pred_001911,45864.0,interactive,64.0,320.0,524.27,cn,app_77
pred_001912,45888.0,interactive,64.0,320.0,531.05,cn,app_77
pred_001913,45912.0,interactive,64.0,320.0,525.56,cn,app_77
pred_001914,45936.0,interactive,64.0,320.0,543.72,cn,app_77
pred_001915,45960.0,interactive,64.0,320.0,527.15,cn,app_77
pred_001916,45984.0,interactive,64.0,320.0,524.27,cn,app_77
pred_001917,46008.0,interactive,64.0,320.0,531.05,cn,app_77
pred_001918,46032.0,interactive,64.0,320.0,525.56,cn,app_77
pred_001919,46056.0,interactive,64.0,320.0,543.72,cn,app_77
pred_001920,46080.0,interactive,64.0,320.0,527.15,cn,app_77
pred_001921,46104.0,interactive,64.0,320.0,524.27,cn,app_77
pred_001922,46128.0,interactive,64.0,320.0,531.05,cn,app_77
pred_001923,46152.0,interactive,64.0,320.0,525.56,cn,app_77
pred_001924,46176.0,interactive,64.0,320.0,543.72,cn,app_77
pred_001925,46200.0,interactive,64.0,320.0,527.15,cn,app_77
pred_001926,46224.0,interactive,64.0,320.0,524.27,cn,app_77
pred_001927,46248.0,interactive,64.0,320.0,531.05,cn,app_77
pred_001928,46272.0,interactive,64.0,320.0,525.56,cn,app_77
pred_001929,46296.0,interactive,64.0,320.0,543.72,cn,app_77
pred_001930,46320.0,interactive,64.0,320.0,533.68,cn,app_77
pred_001931,46344.0,interactive,64.0,320.0,530.77,cn,app_77
pred_001932,46368.0,interactive,64.0,320.0,537.62,cn,app_77
pred_001933,46392.0,interactive,64.0,320.0,532.07,cn,app_77
pred_001934,46416.0,interactive,64.0,320.0,550.45,cn,app_77
pred_001935,46440.0,interactive,64.0,320.0,532.77,cn,app_77
pred_001936,46464.0,interactive,64.0,320.0,529.86,cn,app_77
pred_001937,46488.0,interactive,64.0,320.0,536.71,cn,app_77
pred_001938,46512.0,interactive,64.0,320.0,531.17,cn,app_77
pred_001939,46536.0,interactive,64.0,320.0,549.51,cn,app_77
pred_001940,46560.0,interactive,64.0,320.0,537.2,cn,app_77
pred_001941,46584.0,interactive,64.0,320.0,534.27,cn,app_77
pred_001942,46608.0,interactive,64.0,320.0,541.17,cn,app_77
pred_001943,46632.0,interactive,64.0,320.0,535.58,cn,app_77
pred_001944,46656.0,interactive,64.0,320.0,554.08,cn,app_77
pred_001945,46680.0,interactive,64.0,320.0,533.71,cn,app_77
pred_001946,46704.0,interactive,64.0,320.0,530.79,cn,app_77
pred_001947,46728.0,interactive,64.0,320.0,537.65,cn,app_77
pred_001948,46752.0,interactive,64.0,320.0,532.1,cn,app_77
pred_001949,46776.0,interactive,64.0,320.0,550.48,cn,app_77
pred_001950,46800.0,interactive,64.0,320.0,533.71,cn,app_77
pred_001951,46824.0,interactive,64.0,320.0,530.79,cn,app_77
pred_001952,46848.0,interactive,64.0,320.0,537.65,cn,app_77
pred_001953,46872.0,interactive,64.0,320.0,532.1,cn,app_77
pred_001954,46896.0,interactive,64.0,320.0,550.48,cn,app_77
pred_001955,46920.0,interactive,64.0,320.0,533.44,cn,app_77
pred_001956,46944.0,interactive,64.0,320.0,530.53,cn,app_77
pred_001957,46968.0,interactive,64.0,320.0,545.12,cn,app_77
pred_001958,46992.0,interactive,64.0,320.0,539.49,cn,app_77
pred_001959,47016.0,interactive,64.0,320.0,551.74,cn,app_77
pred_001960,47040.0,interactive,64.0,320.0,541.12,cn,app_77
pred_001961,47064.0,interactive,64.0,320.0,538.16,cn,app_77
pred_001962,47088.0,interactive,64.0,320.0,545.12,cn,app_77
pred_001963,47112.0,interactive,64.0,320.0,539.49,cn,app_77
pred_001964,47136.0,interactive,64.0,320.0,548.53,cn,app_77
pred_001965,47160.0,interactive,64.0,320.0,541.12,cn,app_77
pred_001966,47184.0,interactive,64.0,320.0,538.16,cn,app_77
pred_001967,47208.0,interactive,64.0,320.0,553.51,cn,app_77
pred_001968,47232.0,interactive,64.0,320.0,547.79,cn,app_77
pred_001969,47256.0,interactive,64.0,320.0,556.98,cn,app_77
pred_001970,47280.0,interactive,64.0,320.0,549.45,cn,app_77
pred_001971,47304.0,interactive,64.0,320.0,546.45,cn,app_77
pred_001972,47328.0,interactive,64.0,320.0,539.85,cn,app_77
pred_001973,47352.0,interactive,64.0,320.0,534.28,cn,app_77
pred_001974,47376.0,interactive,64.0,320.0,543.24,cn,app_77
pred_001975,47400.0,interactive,64.0,320.0,535.89,cn,app_77
pred_001976,47424.0,interactive,64.0,320.0,532.97,cn,app_77
pred_001977,47448.0,interactive,64.0,320.0,540.7,cn,app_77
pred_001978,47472.0,interactive,64.0,320.0,535.12,cn,app_77
pred_001979,47496.0,interactive,64.0,320.0,544.09,cn,app_77
pred_001980,47520.0,interactive,64.0,320.0,536.73,cn,app_77
pred_001981,47544.0,interactive,64.0,320.0,533.8,cn,app_77
pred_001982,47568.0,interactive,64.0,320.0,540.7,cn,app_77
pred_001983,47592.0,interactive,64.0,320.0,535.12,cn,app_77
pred_001984,47616.0,interactive,64.0,320.0,544.09,cn,app_77
pred_001985,47640.0,interactive,64.0,320.0,540.3,cn,app_77
pred_001986,47664.0,interactive,64.0,320.0,537.35,cn,app_77
pred_001987,47688.0,interactive,64.0,320.0,544.29,cn,app_77
pred_001988,47712.0,interactive,64.0,320.0,538.67,cn,app_77
pred_001989,47736.0,interactive,64.0,320.0,539.91,cn,app_77
pred_001990,47760.0,interactive,64.0,320.0,532.62,cn,app_77
pred_001991,47784.0,interactive,64.0,320.0,529.71,cn,app_77
pred_001992,47808.0,interactive,64.0,320.0,536.55,cn,app_77
pred_001993,47832.0,interactive,64.0,320.0,531.01,cn,app_77
pred_001994,47856.0,interactive,64.0,320.0,539.91,cn,app_77
pred_001995,47880.0,interactive,64.0,320.0,532.62,cn,app_77
pred_001996,47904.0,interactive,64.0,320.0,529.71,cn,app_77
pred_001997,47928.0,interactive,64.0,320.0,536.55,cn,app_77
pred_001998,47952.0,interactive,64.0,320.0,531.01,cn,app_77
pred_001999,47976.0,interactive,64.0,320.0,539.91,cn,app_77
pred_002000,48000.0,interactive,64.0,320.0,532.62,cn,app_77
pred_002001,48024.0,interactive,64.0,320.0,529.71,cn,app_77
pred_002002,48048.0,interactive,64.0,320.0,536.55,cn,app_77
pred_002003,48072.0,interactive,64.0,320.0,531.97,cn,app_77
pred_002004,48096.0,interactive,64.0,320.0,540.89,cn,app_77
pred_002005,48120.0,interactive,64.0,320.0,552.22,cn,app_77
pred_002006,48144.0,interactive,64.0,320.0,549.21,cn,app_77
pred_002007,48168.0,interactive,64.0,320.0,549.31,cn,app_77
pred_002008,48192.0,interactive,64.0,320.0,543.64,cn,app_77
pred_002009,48216.0,interactive,64.0,320.0,552.75,cn,app_77
pred_002010,48240.0,interactive,64.0,320.0,545.28,cn,app_77
pred_002011,48264.0,interactive,64.0,320.0,538.74,cn,app_77
pred_002012,48288.0,interactive,64.0,320.0,549.31,cn,app_77
pred_002013,48312.0,interactive,64.0,320.0,543.64,cn,app_77
pred_002014,48336.0,interactive,64.0,320.0,552.75,cn,app_77
pred_002015,48360.0,interactive,64.0,320.0,545.28,cn,app_77
pred_002016,48384.0,interactive,64.0,320.0,542.3,cn,app_77
pred_002017,48408.0,interactive,64.0,320.0,551.15,cn,app_77
pred_002018,48432.0,interactive,64.0,320.0,540.39,cn,app_77
pred_002019,48456.0,interactive,64.0,320.0,554.61,cn,app_77
pred_002020,48480.0,interactive,64.0,320.0,547.11,cn,app_77
pred_002021,48504.0,interactive,64.0,320.0,544.12,cn,app_77
pred_002022,48528.0,interactive,64.0,320.0,560.75,cn,app_77
pred_002023,48552.0,interactive,64.0,320.0,554.96,cn,app_77
pred_002024,48576.0,interactive,64.0,320.0,560.56,cn,app_77
pred_002025,48600.0,interactive,64.0,320.0,556.64,cn,app_77
pred_002026,48624.0,interactive,64.0,320.0,549.97,cn,app_77
pred_002027,48648.0,interactive,64.0,320.0,560.75,cn,app_77
pred_002028,48672.0,interactive,64.0,320.0,549.8,cn,app_77
pred_002029,48696.0,interactive,64.0,320.0,560.56,cn,app_77
pred_002030,48720.0,interactive,64.0,320.0,544.07,cn,app_77
pred_002031,48744.0,interactive,64.0,320.0,537.55,cn,app_77
pred_002032,48768.0,interactive,64.0,320.0,548.09,cn,app_77
pred_002033,48792.0,interactive,64.0,320.0,542.43,cn,app_77
pred_002034,48816.0,interactive,64.0,320.0,561.16,cn,app_77
pred_002035,48840.0,interactive,64.0,320.0,544.07,cn,app_77
pred_002036,48864.0,interactive,64.0,320.0,541.1,cn,app_77
pred_002037,48888.0,interactive,64.0,320.0,548.09,cn,app_77
pred_002038,48912.0,interactive,64.0,320.0,542.43,cn,app_77
pred_002039,48936.0,interactive,64.0,320.0,561.16,cn,app_77
pred_002040,48960.0,interactive,64.0,320.0,544.07,cn,app_77
pred_002041,48984.0,interactive,64.0,320.0,541.1,cn,app_77
pred_002042,49008.0,interactive,64.0,320.0,551.14,cn,app_77
pred_002043,49032.0,interactive,64.0,320.0,545.45,cn,app_77
pred_002044,49056.0,interactive,64.0,320.0,564.28,cn,app_77
pred_002045,49080.0,interactive,64.0,320.0,547.1,cn,app_77
pred_002046,49104.0,interactive,64.0,320.0,544.11,cn,app_77
pred_002047,49128.0,interactive,64.0,320.0,549.04,cn,app_77
pred_002048,49152.0,interactive,64.0,320.0,538.32,cn,app_77
pred_002049,49176.0,interactive,64.0,320.0,562.14,cn,app_77
pred_002050,49200.0,interactive,64.0,320.0,545.25,cn,app_77
pred_002051,49224.0,interactive,64.0,320.0,542.28,cn,app_77
pred_002052,49248.0,interactive,64.0,320.0,533.57,cn,app_77
pred_002053,49272.0,interactive,64.0,320.0,528.06,cn,app_77
pred_002054,49296.0,interactive,64.0,320.0,546.3,cn,app_77
pred_002055,49320.0,interactive,64.0,320.0,524.92,cn,app_77
pred_002056,49344.0,interactive,64.0,320.0,522.06,cn,app_77
pred_002057,49368.0,interactive,64.0,320.0,528.8,cn,app_77
pred_002058,49392.0,interactive,64.0,320.0,523.34,cn,app_77
pred_002059,49416.0,interactive,64.0,320.0,541.42,cn,app_77
pred_002060,49440.0,interactive,64.0,320.0,524.92,cn,app_77
pred_002061,49464.0,interactive,64.0,320.0,522.06,cn,app_77
pred_002062,49488.0,interactive,64.0,320.0,528.8,cn,app_77
pred_002063,49512.0,interactive,64.0,320.0,523.34,cn,app_77
pred_002064,49536.0,interactive,64.0,320.0,541.42,cn,app_77
pred_002065,49560.0,interactive,64.0,320.0,524.92,cn,app_77
pred_002066,49584.0,interactive,64.0,320.0,522.06,cn,app_77
pred_002067,49608.0,interactive,64.0,320.0,528.8,cn,app_77
pred_002068,49632.0,interactive,64.0,320.0,523.34,cn,app_77
pred_002069,49656.0,interactive,64.0,320.0,541.42,cn,app_77
pred_002070,49680.0,interactive,64.0,320.0,524.92,cn,app_77
pred_002071,49704.0,interactive,64.0,320.0,522.06,cn,app_77
pred_002072,49728.0,interactive,64.0,320.0,528.8,cn,app_77
pred_002073,49752.0,interactive,64.0,320.0,523.34,cn,app_77
pred_002074,49776.0,interactive,64.0,320.0,541.42,cn,app_77
pred_002075,49800.0,interactive,64.0,320.0,524.92,cn,app_77
pred_002076,49824.0,interactive,64.0,320.0,522.06,cn,app_77
pred_002077,49848.0,interactive,64.0,320.0,528.8,cn,app_77
pred_002078,49872.0,interactive,64.0,320.0,523.34,cn,app_77
pred_002079,49896.0,interactive,64.0,320.0,541.42,cn,app_77
pred_002080,49920.0,interactive,64.0,320.0,531.42,cn,app_77
pred_002081,49944.0,interactive,64.0,320.0,528.52,cn,app_77
pred_002082,49968.0,interactive,64.0,320.0,535.35,cn,app_77
pred_002083,49992.0,interactive,64.0,320.0,529.82,cn,app_77
pred_002084,50016.0,interactive,64.0,320.0,548.12,cn,app_77
pred_002085,50040.0,interactive,64.0,320.0,530.52,cn,app_77
pred_002086,50064.0,interactive,64.0,320.0,527.62,cn,app_77
pred_002087,50088.0,interactive,64.0,320.0,534.44,cn,app_77
pred_002088,50112.0,interactive,64.0,320.0,528.92,cn,app_77
pred_002089,50136.0,interactive,64.0,320.0,547.19,cn,app_77
pred_002090,50160.0,interactive,64.0,320.0,530.52,cn,app_77
pred_002091,50184.0,interactive,64.0,320.0,527.62,cn,app_77
pred_002092,50208.0,interactive,64.0,320.0,534.44,cn,app_77
pred_002093,50232.0,interactive,64.0,320.0,528.92,cn,app_77
pred_002094,50256.0,interactive,64.0,320.0,547.19,cn,app_77
pred_002095,50280.0,interactive,64.0,320.0,527.07,cn,app_77
pred_002096,50304.0,interactive,64.0,320.0,524.19,cn,app_77
pred_002097,50328.0,interactive,64.0,320.0,530.96,cn,app_77
pred_002098,50352.0,interactive,64.0,320.0,525.48,cn,app_77
pred_002099,50376.0,interactive,64.0,320.0,543.63,cn,app_77
pred_002100,50400.0,interactive,64.0,320.0,527.07,cn,app_77
pred_002101,50424.0,interactive,64.0,320.0,524.19,cn,app_77
pred_002102,50448.0,interactive,64.0,320.0,530.96,cn,app_77
pred_002103,50472.0,interactive,64.0,320.0,525.48,cn,app_77
pred_002104,50496.0,interactive,64.0,320.0,543.63,cn,app_77
pred_002105,50520.0,interactive,64.0,320.0,526.8,cn,app_77
pred_002106,50544.0,interactive,64.0,320.0,523.93,cn,app_77
pred_002107,50568.0,interactive,64.0,320.0,538.33,cn,app_77
pred_002108,50592.0,interactive,64.0,320.0,532.78,cn,app_77
pred_002109,50616.0,interactive,64.0,320.0,544.88,cn,app_77
pred_002110,50640.0,interactive,64.0,320.0,534.39,cn,app_77
pred_002111,50664.0,interactive,64.0,320.0,531.47,cn,app_77
pred_002112,50688.0,interactive,64.0,320.0,538.33,cn,app_77
pred_002113,50712.0,interactive,64.0,320.0,532.78,cn,app_77
pred_002114,50736.0,interactive,64.0,320.0,541.71,cn,app_77
pred_002115,50760.0,interactive,64.0,320.0,534.39,cn,app_77
pred_002116,50784.0,interactive,64.0,320.0,531.47,cn,app_77
pred_002117,50808.0,interactive,64.0,320.0,546.62,cn,app_77
pred_002118,50832.0,interactive,64.0,320.0,540.98,cn,app_77
pred_002119,50856.0,interactive,64.0,320.0,550.05,cn,app_77
pred_002120,50880.0,interactive,64.0,320.0,542.61,cn,app_77
pred_002121,50904.0,interactive,64.0,320.0,539.65,cn,app_77
pred_002122,50928.0,interactive,64.0,320.0,533.14,cn,app_77
pred_002123,50952.0,interactive,64.0,320.0,527.63,cn,app_77
pred_002124,50976.0,interactive,64.0,320.0,536.48,cn,app_77
pred_002125,51000.0,interactive,64.0,320.0,529.23,cn,app_77
pred_002126,51024.0,interactive,64.0,320.0,526.34,cn,app_77
pred_002127,51048.0,interactive,64.0,320.0,533.97,cn,app_77
pred_002128,51072.0,interactive,64.0,320.0,528.46,cn,app_77
pred_002129,51096.0,interactive,64.0,320.0,537.32,cn,app_77
pred_002130,51120.0,interactive,64.0,320.0,530.05,cn,app_77
pred_002131,51144.0,interactive,64.0,320.0,527.16,cn,app_77
pred_002132,51168.0,interactive,64.0,320.0,533.97,cn,app_77
pred_002133,51192.0,interactive,64.0,320.0,528.46,cn,app_77
pred_002134,51216.0,interactive,64.0,320.0,537.32,cn,app_77
pred_002135,51240.0,interactive,64.0,320.0,533.58,cn,app_77
pred_002136,51264.0,interactive,64.0,320.0,530.66,cn,app_77
pred_002137,51288.0,interactive,64.0,320.0,537.52,cn,app_77
